,ActivityCategory,ActivityName,LocationType,Name,Category,Code,Aggregation,Units,ReportingFrequency,mandatory,FormFieldType,AttributeValue,multipleAllowed,Description,sort
1887,BASIC NEEDS[2]Social Prot/Poverty Alleviation,[RES2.3]Review NAF/Zakat targeting,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1889,BASIC NEEDS[2]Social Prot/Poverty Alleviation,[RES2.3]Review NAF/Zakat targeting,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1886,BASIC NEEDS[2]Social Prot/Poverty Alleviation,[RES2.3]Review NAF/Zakat targeting,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1896,BASIC NEEDS[2]Social Prot/Poverty Alleviation,[RES2.4]Soc. Prot. Floor/Soc. Security,SyrRefRespRRP6,# of elderly people benefiting from a national social protection floor initiative,Indicator,,0,# of elderly,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1911,BASIC NEEDS[2]Social Prot/Poverty Alleviation,[RES2.5]Access to Financial Services,SyrRefRespRRP6,# of households supported,Indicator,,0,# of centres,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
7,EDU[1]Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17) registered in Jordanian public schools (primary and secondary),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
6,EDU[1]Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17) registered in Jordanian public schools (primary and secondary),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
11,EDU[1]Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17) registered in Jordanian public schools (primary and secondary),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
10,EDU[1]Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) registered in Jordanian public schools (primary and secondary),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
7,EDU[1]Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17) who benefit from remedial classes,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
6,EDU[1]Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17) who benefit from remedial classes,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
15,EDU[1]Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary,SyrRefRespRRP6,Host Community Boys (Age 0-17) who benefit from remedial classes,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
14,EDU[1]Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary,SyrRefRespRRP6,Host Community Girls (Age 0-17) who benefit from remedial classes,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
11,EDU[1]Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17) who benefit from remedial classes,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
10,EDU[1]Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) who benefit from remedial classes,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1,EDU[1]Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary,SyrRefRespRRP6,"# of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",Indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2,EDU[1]Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary,SyrRefRespRRP6,# of newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Indicator,,0,# of staff,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
23,EDU[1]Access to Inclusive Education,[REF1.2]Cert. Alt/Non-Formal Education,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17) benefiting from alternative education service such as non-formal education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
22,EDU[1]Access to Inclusive Education,[REF1.2]Cert. Alt/Non-Formal Education,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17) benefiting from alternative education service such as non-formal education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
31,EDU[1]Access to Inclusive Education,[REF1.2]Cert. Alt/Non-Formal Education,SyrRefRespRRP6,Host Community Boys (Age 0-17) benefiting from alternative education service such as non-formal education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
30,EDU[1]Access to Inclusive Education,[REF1.2]Cert. Alt/Non-Formal Education,SyrRefRespRRP6,Host Community Girls (Age 0-17) benefiting from alternative education service such as non-formal education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
27,EDU[1]Access to Inclusive Education,[REF1.2]Cert. Alt/Non-Formal Education,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17) benefiting from alternative education service such as non-formal education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
26,EDU[1]Access to Inclusive Education,[REF1.2]Cert. Alt/Non-Formal Education,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) benefiting from alternative education service such as non-formal education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
23,EDU[1]Access to Inclusive Education,[REF1.2]Cert. Alt/Non-Formal Education,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17) who are certified from non-formal education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
22,EDU[1]Access to Inclusive Education,[REF1.2]Cert. Alt/Non-Formal Education,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17) who are certified from non-formal education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
31,EDU[1]Access to Inclusive Education,[REF1.2]Cert. Alt/Non-Formal Education,SyrRefRespRRP6,Host Community Boys (Age 0-17) who are certified from non-formal education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
30,EDU[1]Access to Inclusive Education,[REF1.2]Cert. Alt/Non-Formal Education,SyrRefRespRRP6,Host Community Girls (Age 0-17) who are certified from non-formal education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
27,EDU[1]Access to Inclusive Education,[REF1.2]Cert. Alt/Non-Formal Education,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17) who are certified from non-formal education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
26,EDU[1]Access to Inclusive Education,[REF1.2]Cert. Alt/Non-Formal Education,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) who are certified from non-formal education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
41,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17) benefiting from basic learning (literacy and numeracy),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
40,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17) benefiting from basic learning (literacy and numeracy),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
49,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Host Community Boys (Age 0-17) benefiting from basic learning (literacy and numeracy),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
48,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Host Community Girls (Age 0-17) benefiting from basic learning (literacy and numeracy),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
45,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17) benefiting from basic learning (literacy and numeracy),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
44,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) benefiting from basic learning (literacy and numeracy),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
41,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17) benefiting from life skills activities,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
40,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17) benefiting from life skills activities,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
49,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Host Community Boys (Age 0-17) benefiting from life skills activities,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
48,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Host Community Girls (Age 0-17) benefiting from life skills activities,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
45,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17) benefiting from life skills activities,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
44,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) benefiting from life skills activities,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
41,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17) benefiting from technical skills/post-basic education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
40,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17) benefiting from technical skills/post-basic education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
49,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Host Community Boys (Age 0-17) benefiting from technical skills/post-basic education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
48,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Host Community Girls (Age 0-17) benefiting from technical skills/post-basic education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
45,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17) benefiting from technical skills/post-basic education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
44,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) benefiting from technical skills/post-basic education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
41,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17) out-of-school children and youth who (re)enrol in official education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
40,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17) out-of-school children and youth who (re)enrol in official education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
49,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Host Community Boys (Age 0-17) out-of-school children and youth who (re)enrol in official education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
48,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Host Community Girls (Age 0-17) out-of-school children and youth who (re)enrol in official education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
45,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17) out-of-school children and youth who (re)enrol in official education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
44,EDU[1]Access to Inclusive Education,[REF1.3]Non-Cert. Informal/Basic Skills,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) out-of-school children and youth who (re)enrol in official education,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
58,EDU[1]Access to Inclusive Education,[REF1.4]Pre-Primary Education,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17) accessing non-public KGs including Parent-Child Centres.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
57,EDU[1]Access to Inclusive Education,[REF1.4]Pre-Primary Education,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17) accessing non-public KGs including Parent-Child Centres.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
66,EDU[1]Access to Inclusive Education,[REF1.4]Pre-Primary Education,SyrRefRespRRP6,Host Community Boys (Age 0-17) accessing non-public KGs including Parent-Child Centres.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
65,EDU[1]Access to Inclusive Education,[REF1.4]Pre-Primary Education,SyrRefRespRRP6,Host Community Girls (Age 0-17) accessing non-public KGs including Parent-Child Centres.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
62,EDU[1]Access to Inclusive Education,[REF1.4]Pre-Primary Education,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17) accessing non-public KGs including Parent-Child Centres.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
61,EDU[1]Access to Inclusive Education,[REF1.4]Pre-Primary Education,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) accessing non-public KGs including Parent-Child Centres.,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
53,EDU[1]Access to Inclusive Education,[REF1.4]Pre-Primary Education,SyrRefRespRRP6,# of Parent-Child Centres established/ renovated,Indicator,,0,# of infrastruc,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
54,EDU[1]Access to Inclusive Education,[REF1.4]Pre-Primary Education,SyrRefRespRRP6,# of caregivers and community members having received information and training on Early Childhood Care and Development,Indicator,,0,# of staff,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
55,EDU[1]Access to Inclusive Education,[REF1.4]Pre-Primary Education,SyrRefRespRRP6,# of young children accessing non-public KGs including Parent-Child Centres.,Indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
73,EDU[1]Access to Inclusive Education,[REF1.5]Special Needs Access Educ/PSS,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17) with specific needs provided with inclusive education and psychosocial services,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
