mon,sort,na,aggmonit,aggmonit2,aggtarget,indicatorName,activityName,sect,ob,indicatorId.x,indicatorId.y,activityCategory.x,indicatorCategory.x,aggregation.x,units.x,reportingFrequency.x,locationTypeName.x,activityId.x,databaseId.x.x,indicatorCode.x,objective.x,sector.x,Category.x,activity2.x,activityCategory.y,indicatorCategory.y,aggregation.y,units.y,reportingFrequency.y,locationTypeName.y,activityId.y,databaseId.x.y,indicatorCode.y,objective.y,sector.y,Category.y,activity2.y
yes,no,,,,,Host Community Women (Age 18 and above)- in Female Headed Household receiving assistance,"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,2146392246,,BASIC NEEDS[1]Basic HH Needs are met,#of indv. in FHH,0,# of benef,1,SyrRefRespRRP6,14246,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln.",,,,,,,,,,,,,
yes,no,,,,,Host Community Women (Age 18 and above)- in Male Headed Household receiving assistance,"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,2146392254,,BASIC NEEDS[1]Basic HH Needs are met,#of indv. in MHH,0,# of benef,1,SyrRefRespRRP6,14246,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln.",,,,,,,,,,,,,
yes,no,,,,,Total Amount distributed this month in USD,"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,2146392242,,BASIC NEEDS[1]Basic HH Needs are met,Indicator,0,USD,1,SyrRefRespRRP6,14246,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln.",,,,,,,,,,,,,
no,tosort,,,,,Urban/Rural Syrian Boys (Age 0-17),"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,,86404,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,#of indv. in FHH,0,# of benef.,0,SyrRefRespRRP6,9704,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln."
no,tosort,,,,,Urban/Rural Syrian Boys (Age 0-17),"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,,89032,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,#of indv. in MHH,0,# of benef.,0,SyrRefRespRRP6,9704,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln."
yes,no,,,,,Urban/Rural Syrian Boys (Age 0-17)- in Female Headed Household receiving assistance,"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,2146392247,,BASIC NEEDS[1]Basic HH Needs are met,#of indv. in FHH,0,# of benef,1,SyrRefRespRRP6,14246,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln.",,,,,,,,,,,,,
yes,no,,,,,Urban/Rural Syrian Boys (Age 0-17)- in Male Headed Household receiving assistance,"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,2146392255,,BASIC NEEDS[1]Basic HH Needs are met,#of indv. in MHH,0,# of benef,1,SyrRefRespRRP6,14246,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln.",,,,,,,,,,,,,
no,tosort,,,,,Urban/Rural Syrian Girls (Age 0-17),"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,,86407,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,#of indv. in FHH,0,# of benef.,0,SyrRefRespRRP6,9704,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln."
no,tosort,,,,,Urban/Rural Syrian Girls (Age 0-17),"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,,89030,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,#of indv. in MHH,0,# of benef.,0,SyrRefRespRRP6,9704,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln."
yes,no,,,,,Urban/Rural Syrian Girls (Age 0-17)- in Female Headed Household receiving assistance,"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,2146392248,,BASIC NEEDS[1]Basic HH Needs are met,#of indv. in FHH,0,# of benef,1,SyrRefRespRRP6,14246,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln.",,,,,,,,,,,,,
yes,no,,,,,Urban/Rural Syrian Girls (Age 0-17)- in Male Headed Household receiving assistance,"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,2146392256,,BASIC NEEDS[1]Basic HH Needs are met,#of indv. in MHH,0,# of benef,1,SyrRefRespRRP6,14246,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln.",,,,,,,,,,,,,
no,tosort,,,,,Urban/Rural Syrian Men (Age 18 and above),"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,,86410,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,#of indv. in FHH,0,# of benef.,0,SyrRefRespRRP6,9704,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln."
no,tosort,,,,,Urban/Rural Syrian Men (Age 18 and above),"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,,89031,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,#of indv. in MHH,0,# of benef.,0,SyrRefRespRRP6,9704,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln."
yes,no,,,,,Urban/Rural Syrian Men (Age 18 and above)- in Female Headed Household receiving assistance,"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,2146392249,,BASIC NEEDS[1]Basic HH Needs are met,#of indv. in FHH,0,# of benef,1,SyrRefRespRRP6,14246,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln.",,,,,,,,,,,,,
yes,no,,,,,Urban/Rural Syrian Men (Age 18 and above)- in Male Headed Household receiving assistance,"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,2146392257,,BASIC NEEDS[1]Basic HH Needs are met,#of indv. in MHH,0,# of benef,1,SyrRefRespRRP6,14246,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln.",,,,,,,,,,,,,
no,tosort,,,,,Urban/Rural Syrian Women (Age 18 and above),"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,,86413,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,#of indv. in FHH,0,# of benef.,0,SyrRefRespRRP6,9704,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln."
no,tosort,,,,,Urban/Rural Syrian Women (Age 18 and above),"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,,89029,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,#of indv. in MHH,0,# of benef.,0,SyrRefRespRRP6,9704,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln."
yes,no,,,,,Urban/Rural Syrian Women (Age 18 and above)- in Female Headed Household receiving assistance,"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,2146392250,,BASIC NEEDS[1]Basic HH Needs are met,#of indv. in FHH,0,# of benef,1,SyrRefRespRRP6,14246,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln.",,,,,,,,,,,,,
yes,no,,,,,Urban/Rural Syrian Women (Age 18 and above)- in Male Headed Household receiving assistance,"[REF1.3]Cash,Vouchers for most vuln.",BASIC NEEDS,Basic HH Needs are met,2146392258,,BASIC NEEDS[1]Basic HH Needs are met,#of indv. in MHH,0,# of benef,1,SyrRefRespRRP6,14246,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,"Cash,Vouchers for most vuln.",,,,,,,,,,,,,
yes,yes,,,,,# of FHH receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392285,86434,BASIC NEEDS[1]Basic HH Needs are met,Indicator,0,# of case,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,BASIC NEEDS[1]Basic HH Needs are met,Indicator,0,# of case,0,SyrRefRespRRP6,9705,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather
no,tosort,,,,,# of individuals in FHH receiving seasonal assistance (disaggregated by WGBM),[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,,86436,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,Indicator,0,# of benef.,0,SyrRefRespRRP6,9705,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather
no,tosort,,,,,# of individuals in MHH receiving seasonal assistance (disaggregated by WGBM),[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,,86437,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,Indicator,0,# of benef.,0,SyrRefRespRRP6,9705,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather
yes,yes,,,,,# of MHH receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392286,86435,BASIC NEEDS[1]Basic HH Needs are met,Indicator,0,# of case,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,BASIC NEEDS[1]Basic HH Needs are met,Indicator,0,# of case,0,SyrRefRespRRP6,9705,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather
no,out,,,,,% already funded? Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded) *,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,,87475,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,Budget,0,%,0,SyrRefRespRRP6,9705,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather
no,out,,,,,Budgetary Requirement for 2015,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,,86432,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,Budget,0,USD $,0,SyrRefRespRRP6,9705,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather
no,tosort,,,,,Camps Syrian Boys (Age 0-17),[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,,86421,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9705,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather
yes,no,,,,,Camps Syrian Boys (Age 0-17)- in Female Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392261,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
yes,no,,,,,Camps Syrian Boys (Age 0-17)- in Male Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392262,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
no,tosort,,,,,Camps Syrian Girls (Age 0-17),[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,,86424,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9705,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather
yes,no,,,,,Camps Syrian Girls (Age 0-17)- in Female Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392263,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
yes,no,,,,,Camps Syrian Girls (Age 0-17)- in Male Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392264,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
no,tosort,,,,,Camps Syrian Men (Age 18 and above),[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,,86427,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9705,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather
yes,no,,,,,Camps Syrian Men (Age 18 and above)- in Female Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392265,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
yes,no,,,,,Camps Syrian Men (Age 18 and above)- in Male Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392266,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
no,tosort,,,,,Camps Syrian Women (Age 18 and above),[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,,86430,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9705,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather
yes,no,,,,,Camps Syrian Women (Age 18 and above)- in Female Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392267,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
yes,no,,,,,Camps Syrian Women (Age 18 and above)- in Male Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392268,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
no,tosort,,,,,Host Community Boys (Age 0-17),[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,,86420,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9705,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather
yes,no,,,,,Host Community Boys (Age 0-17)- in Female Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392269,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
yes,no,,,,,Host Community Boys (Age 0-17)- in Male Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392270,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
no,tosort,,,,,Host Community Girls (Age 0-17),[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,,86423,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9705,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather
yes,no,,,,,Host Community Girls (Age 0-17)- in Female Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392271,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
yes,no,,,,,Host Community Girls (Age 0-17)- in Male Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392272,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
no,tosort,,,,,Host Community Men (Age 18 and above),[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,,86426,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9705,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather
yes,no,,,,,Host Community Men (Age 18 and above)- in Female Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392273,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
yes,no,,,,,Host Community Men (Age 18 and above)- in Male Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392274,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
no,tosort,,,,,Host Community Women (Age 18 and above),[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,,86429,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9705,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather
yes,no,,,,,Host Community Women (Age 18 and above)- in Female Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392275,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
yes,no,,,,,Host Community Women (Age 18 and above)- in Male Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392276,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
yes,no,,,,,Total Amount distributed this month in USD,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392287,,BASIC NEEDS[1]Basic HH Needs are met,Indicator,0,USD,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
no,tosort,,,,,Urban/Rural Syrian Boys (Age 0-17),[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,,86422,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9705,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather
yes,no,,,,,Urban/Rural Syrian Boys (Age 0-17)- in Female Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392277,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
yes,no,,,,,Urban/Rural Syrian Boys (Age 0-17)- in Male Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392278,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
no,tosort,,,,,Urban/Rural Syrian Girls (Age 0-17),[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,,86425,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9705,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather
yes,no,,,,,Urban/Rural Syrian Girls (Age 0-17)- in Female Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392279,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
yes,no,,,,,Urban/Rural Syrian Girls (Age 0-17)- in Male Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392280,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
no,tosort,,,,,Urban/Rural Syrian Men (Age 18 and above),[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,,86428,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9705,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather
yes,no,,,,,Urban/Rural Syrian Men (Age 18 and above)- in Female Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392281,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
yes,no,,,,,Urban/Rural Syrian Men (Age 18 and above)- in Male Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392282,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
no,tosort,,,,,Urban/Rural Syrian Women (Age 18 and above),[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,,86431,,,,,,,,,,,,,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9705,1662,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather
yes,no,,,,,Urban/Rural Syrian Women (Age 18 and above)- in Female Headed Household receiving seasonal assistance,[REF1.4]Seasonal Assist for Harsh Weather,BASIC NEEDS,Basic HH Needs are met,2146392283,,BASIC NEEDS[1]Basic HH Needs are met,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14247,2300,,Basic HH Needs are met,BASIC NEEDS,Refugee,Seasonal Assist for Harsh Weather,,,,,,,,,,,,,
