"","Category","Partner","Area","Objective","Output","Sector","Implementation","Total","RegionCODE","Area2"
"1040","Refugee","Caritas","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",21186,1705,"AMMAN"
"1043","Refugee","Caritas","Amman Governorate","PROT[REF1.1]Refugee Rights Respected","[REF1.1.5]Access to Legal Assistance","PROTECTION","direct",1271,1705,"AMMAN"
"1048","Refugee","CARE","Amman Governorate","PROT[REF1.3]SGBV","[REF.1.3.2]Acess to multi-sector services","PROTECTION","direct",90000,1705,"AMMAN"
"1061","Refugee","WVI","Amman Governorate","EDU[REF2.1]Train Education Providers","[REF2.1.2]Community Trained","EDUCATION","direct",4966.67,1705,"AMMAN"
"1065","Refugee","FPSC","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","direct",930000,1705,"AMMAN"
"1071","Refugee","AVSI","Amman Governorate","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",45363,1705,"AMMAN"
"1072","Refugee","CARE","Amman Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",6e+05,1705,"AMMAN"
"1092","Refugee","Caritas","Amman Governorate","SHLT[REF2.2]Complete Housing Units","[REF2.2.1]Awareness on Housing Rights","SHELTER","direct",21120,1705,"AMMAN"
"1095","Refugee","UNICEF","Amman Governorate","WASH [REF2.2]Sanitation in Urban","[REF2.2.2]Household wastewater mngt","WASH ","indirect",11111.1,1705,"AMMAN"
"1098","Refugee","Caritas","Amman Governorate","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.1]Strategy to reduce violence","EDUCATION","direct",2000,1705,"AMMAN"
"1100","Refugee","Caritas","Amman Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","HEALTH","direct",473092.95,1705,"AMMAN"
"1107","Refugee","Caritas","Amman Governorate","EDU[REF3.2]Acces to Formal Education","[REF3.2.3]School Supplies","EDUCATION","direct",46351.2,1705,"AMMAN"
"1110","Refugee","UNICEF","Amman Governorate","WASH [REF1.2]Access to Water in Urban","[REF1.2.2]Household Water Improv.","WASH ","indirect",66666.7,1705,"AMMAN"
"1116","Refugee","WVI","Amman Governorate","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.1]Strategy to reduce violence","EDUCATION","direct",3900000,1705,"AMMAN"
"1119","Refugee","MEDAIR","Amman Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",272500,1705,"AMMAN"
"1137","Refugee","MEDAIR","Amman Governorate","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","PROTECTION","direct",30000,1705,"AMMAN"
"1141","Refugee","PU-AMI","Amman Governorate","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","SHELTER","indirect",240000,1705,"AMMAN"
"1144","Refugee","JHAS","Amman Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","HEALTH","direct",60000,1705,"AMMAN"
"1149","Refugee","Caritas","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",25423,1705,"AMMAN"
"1152","Refugee","IMC","Amman Governorate","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.1]Mental Health (Secondary)","HEALTH","direct",32780,1705,"AMMAN"
"1154","Refugee","DRC","Amman Governorate","PROT[REF1.1]Refugee Rights Respected","[REF1.1.4]Resettlement","PROTECTION","direct",466965,1705,"AMMAN"
"1167","Refugee","WVI","Amman Governorate","WASH [REF1.4]Services in urban access to water","[REF1.4.1]Schools etc access Water","WASH ","direct",1921968,1705,"AMMAN"
"1199","Refugee","PU-AMI","Amman Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","indirect",354375,1705,"AMMAN"
"1203","Refugee","Caritas","Amman Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",42000,1705,"AMMAN"
"1204","Refugee","WVI","Amman Governorate","PROT[REF1.4]Child Protection","[REF1.4.1]Child Protection systems","PROTECTION","direct",91442.5,1705,"AMMAN"
"1205","Refugee","AVSI","Amman Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",26638,1705,"AMMAN"
"1207","Refugee","Caritas","Amman Governorate","FOOD/LIV[1.2]Promote Safe/Nutr/Diverse Food","[REF1.2.2]Awareness Nutr. Practices","FOOD/LIVELIHOOD","direct",39000,1705,"AMMAN"
"1224","Refugee","MEDAIR","Amman Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.1]Community Health Teams","HEALTH","direct",22500,1705,"AMMAN"
"1226","Refugee","WVI","Amman Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",196689.33,1705,"AMMAN"
"1239","Refugee","CARE","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.2]Community self-mngmt","PROTECTION","direct",180000,1705,"AMMAN"
"1257","Refugee","PU-AMI","Amman Governorate","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","PROTECTION","indirect",6750,1705,"AMMAN"
"1270","Refugee","WVI","Amman Governorate","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","",348594.84,1705,"AMMAN"
"1271","Refugee","CARE","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",450000,1705,"AMMAN"
"1277","Refugee","Caritas","Amman Governorate","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","PROTECTION","direct",9322,1705,"AMMAN"
"1281","Refugee","DRC","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",350000,1705,"AMMAN"
"1290","Refugee","PU-AMI","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","indirect",67862.5,1705,"AMMAN"
"1291","Refugee","PU-AMI","Amman Governorate","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","PROTECTION","indirect",6750,1705,"AMMAN"
"1308","Refugee","IMC","Amman Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.5]Community Mental Hlth services","HEALTH","direct",1875,1705,"AMMAN"
"1309","Refugee","JHAS","Amman Governorate","SHLT[REF2.3]Upgrade Housing Units","[REF2.3.1]Upgrade Housing urban/rural","SHELTER","direct",83410.68,1705,"AMMAN"
"1318","Refugee","Caritas","Amman Governorate","WASH [REF2.3]Sanit.Repair/Ext","[REF2.3.1]Sewage Treatment in urban","WASH ","direct",25424,1705,"AMMAN"
"1323","Refugee","IMC","Amman Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.6]Mental Health Services (primary)","HEALTH","direct",31056,1705,"AMMAN"
"1331","Refugee","SC Jordan","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.2]Community self-mngmt","PROTECTION","direct",65867,1705,"AMMAN"
"1353","Refugee","UNHCR","Amman Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",22648655,1705,"AMMAN"
"1355","Refugee","Caritas","Amman Governorate","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","FOOD/LIVELIHOOD","direct",299491.44,1705,"AMMAN"
"1372","Refugee","WarChild UK","Amman Governorate","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.4]Social Cohesion","EDUCATION","direct",15000,1705,"AMMAN"
"1378","Refugee","UNICEF","Amman Governorate","WASH [REF1.4]Services in urban access to water","[REF1.4.1]Schools etc access Water","WASH ","indirect",113333,1705,"AMMAN"
"1387","Refugee","Caritas","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","direct",59322,1705,"AMMAN"
"1388","Refugee","UNHCR","Amman Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","HEALTH","indirect",2039590,1705,"AMMAN"
"1389","Refugee","UNICEF","Amman Governorate","WASH [REF1.5]Water Conservation","[REF1.5.2]Reuse of wastewater ","WASH ","",66666.7,1705,"AMMAN"
"1397","Refugee","NRC","Amman Governorate","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",225000,1705,"AMMAN"
"1404","Refugee","PU-AMI","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","PROTECTION","indirect",111437.5,1705,"AMMAN"
"1407","Refugee","Caritas","Amman Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","HEALTH","direct",285110.65,1705,"AMMAN"
"1409","Refugee","NRC","Amman Governorate","SHLT[REF2.3]Upgrade Housing Units","[REF2.3.1]Upgrade Housing urban/rural","SHELTER","direct",3e+05,1705,"AMMAN"
"1410","Refugee","CARE","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",240000,1705,"AMMAN"
"1411","Refugee","Caritas","Amman Governorate","EDU[REF3.3]Alternative Education","[REF3.3.2]Life Skills","EDUCATION","direct",24717.6,1705,"AMMAN"
"1417","Refugee","UNICEF","Amman Governorate","WASH [REF2.3]Sanit.Repair/Ext","[REF2.3.1]Sewage Treatment in urban","WASH ","indirect",1666666.7,1705,"AMMAN"
"1419","Refugee","PU-AMI","Amman Governorate","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","indirect",60000,1705,"AMMAN"
"1420","Refugee","WVI","Amman Governorate","PROT[REF1.4]Child Protection","[REF1.4.2]Advocacy and Knowledge Gen.","PROTECTION","direct",3900000,1705,"AMMAN"
"1424","Refugee","Caritas","Amman Governorate","EDU[REF2.1]Train Education Providers","[REF2.1.1]Train Service Providers","EDUCATION","direct",7.364,1705,"AMMAN"
"1431","Refugee","MEDAIR","Amman Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.2]Community Hlth Network","HEALTH","direct",7500,1705,"AMMAN"
"1439","Refugee","PU-AMI","Amman Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","indirect",143719,1705,"AMMAN"
"1440","Refugee","NHF-IFH","Amman Governorate","EDU[REF3.4]Teritiary Education","[REF3.4.1]Higher Ed opportunities","EDUCATION","direct",996932.39,1705,"AMMAN"
"1444","Refugee","MEDAIR","Amman Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.5]Community Mental Hlth services","HEALTH","direct",2500,1705,"AMMAN"
"1447","Refugee","UNICEF","Amman Governorate","WASH [REF1.2]Access to Water in Urban","[REF1.2.1]Water Trucking Urban","WASH ","indirect",55555.5,1705,"AMMAN"
"1458","Refugee","NRC","Amman Governorate","WASH [REF1.5]Water Conservation","[REF1.5.1]Conserv. In camps/urban","WASH ","direct",45630,1705,"AMMAN"
"1473","Refugee","WVI","Amman Governorate","EDU[REF3.2]Acces to Formal Education","[REF3.2.1]School renovation/equip","EDUCATION","direct",8306.67,1705,"AMMAN"
"1474","Refugee","UNICEF","Amman Governorate","WASH [REF2.2]Sanitation in Urban","[REF2.2.1]Sanitation improv. In urban","WASH ","indirect",112222,1705,"AMMAN"
"1477","Refugee","MEDAIR","Amman Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","HEALTH","direct",75000,1705,"AMMAN"
"1479","Refugee","UNFPA","Amman Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","HEALTH","indirect",9e+05,1705,"AMMAN"
"1526","Refugee","SCI","Amman Governorate","EDU[REF3.1]EarlyChildhood","[REF3.1.4]Parent outreach","EDUCATION","direct",767150,1705,"AMMAN"
"1530","Refugee","Caritas","Amman Governorate","EDU[REF3.4]Teritiary Education","[REF3.4.4]Vocational/Skills Training","EDUCATION","direct",25221.88857,1705,"AMMAN"
"1532","Refugee","MEDAIR","Amman Governorate","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.4]Emergency Obstetric Care","HEALTH","direct",75000,1705,"AMMAN"
"1533","Refugee","Caritas","Amman Governorate","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","WASH ","direct",27119,1705,"AMMAN"
"1539","Refugee","PU-AMI","Amman Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.2]Community Hlth Network","HEALTH","indirect",12000,1705,"AMMAN"
"1552","Refugee","Caritas","Amman Governorate","WASH [REF3.2]Hygiene in Urban","[REF3.2.2]Schools etc Hygi promotion","WASH ","direct",40678,1705,"AMMAN"
"1553","Refugee","PU-AMI","Amman Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","HEALTH","indirect",75000,1705,"AMMAN"
"1554","Refugee","SC Jordan","Amman Governorate","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","PROTECTION","direct",40249,1705,"AMMAN"
"1557","Refugee","UNICEF","Amman Governorate","WASH [REF1.5]Water Conservation","[REF1.5.1]Conserv. In camps/urban","WASH ","indirect",55555.5,1705,"AMMAN"
"1561","Refugee","WVI","Amman Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",858237,1705,"AMMAN"
"1582","Refugee","UNICEF","Amman Governorate","WASH [REF1.3]Water Repair/Ext","[REF1.3.1]Repair/Ext Urban","WASH ","indirect",111111.1,1705,"AMMAN"
"1583","Refugee","CARE","Amman Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",1500000,1705,"AMMAN"
"1602","Refugee","Caritas","Amman Governorate","WASH [REF2.2]Sanitation in Urban","[REF2.2.1]Sanitation improv. In urban","WASH ","direct",16949,1705,"AMMAN"
"1606","Refugee","WVI","Amman Governorate","EDU[REF3.3]Alternative Education","[REF3.3.2]Life Skills","EDUCATION","direct",3900000,1705,"AMMAN"
"1608","Refugee","PU-AMI","Amman Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.5]Community Mental Hlth services","HEALTH","indirect",1500,1705,"AMMAN"
"1611","Refugee","AVSI","Amman Governorate","EDU[REF3.2]Acces to Formal Education","[REF3.2.5]Remedial Education","EDUCATION","direct",19441,1705,"AMMAN"
"1617","Refugee","MEDAIR","Amman Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.5]IYCF practices promoted","HEALTH","direct",57500,1705,"AMMAN"
"1620","Refugee","IRD","Amman Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","HEALTH","direct",64500,1705,"AMMAN"
"1627","Refugee","CARE","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","PROTECTION","direct",1050000,1705,"AMMAN"
"1630","Refugee","PU-AMI","Amman Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","HEALTH","indirect",8750,1705,"AMMAN"
"1639","Refugee","SC Jordan","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",32933,1705,"AMMAN"
"1648","Refugee","JHAS","Amman Governorate","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","HEALTH","direct",70000,1705,"AMMAN"
"1654","Refugee","World Relief Germany","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",3e+05,1705,"AMMAN"
"1655","Refugee","AVSI","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","direct",13833,1705,"AMMAN"
"1664","Refugee","PU-AMI","Amman Governorate","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.4]Emergency Obstetric Care","HEALTH","indirect",50000,1705,"AMMAN"
"1669","Refugee","Caritas","Amman Governorate","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","SHELTER","direct",144305,1705,"AMMAN"
"1670","Refugee","UNHCR","Amman Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",5371863,1705,"AMMAN"
"1680","Refugee","PU-AMI","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","indirect",69375,1705,"AMMAN"
"1703","Refugee","Caritas","Amman Governorate","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.4]Social Cohesion","EDUCATION","direct",6356,1705,"AMMAN"
"1704","Refugee","Caritas","Amman Governorate","EDU[REF3.1]EarlyChildhood","[REF3.1.2]KG facilitators recruited","EDUCATION","direct",61694.744,1705,"AMMAN"
"1718","Refugee","AVSI","Amman Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",65442,1705,"AMMAN"
"1740","Refugee","NRC","Amman Governorate","SHLT[REF2.2]Complete Housing Units","[REF2.2.2]Increase no. of shelters in urban/r","SHELTER","direct",1050000,1705,"AMMAN"
"1754","Refugee","AVSI","Amman Governorate","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","PROTECTION","direct",4064,1705,"AMMAN"
"1761","Refugee","JHAS","Amman Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","HEALTH","direct",30000,1705,"AMMAN"
"1763","Refugee","SC Jordan","Amman Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",114040,1705,"AMMAN"
"1770","Refugee","NRC","Amman Governorate","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","SHELTER","direct",150000,1705,"AMMAN"
"1778","Refugee","Caritas","Amman Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.2]Improved NCD Mngt","HEALTH","direct",36899.5,1705,"AMMAN"
"1782","Refugee","MEDAIR","Amman Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",150000,1705,"AMMAN"
"1783","Refugee","NEF","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","PROTECTION","direct",71278,1705,"AMMAN"
"1806","Refugee","Caritas","Amman Governorate","WASH [REF1.2]Access to Water in Urban","[REF1.2.1]Water Trucking Urban","WASH ","direct",10169,1705,"AMMAN"
"1812","Refugee","Caritas","Amman Governorate","EDU[REF3.1]EarlyChildhood","[REF3.1.4]Parent outreach","EDUCATION","direct",1117,1705,"AMMAN"
"1814","Refugee","CARE","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",60000,1705,"AMMAN"
"1841","Refugee","WarChild UK","Amman Governorate","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",143000,1705,"AMMAN"
"1848","Refugee","Caritas","Amman Governorate","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",559208.72,1705,"AMMAN"
"1857","Refugee","IRD","Amman Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.2]Community Hlth Network","HEALTH","",87500,1705,"AMMAN"
"1863","Refugee","WVI","Amman Governorate","WASH [REF2.4]Services in Urban Sanitation","[REF2.4.1]Schools etc access sanitation","WASH ","direct",1921968,1705,"AMMAN"
"1865","Refugee","PU-AMI","Amman Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","indirect",90600,1705,"AMMAN"
"1868","Refugee","IRD","Amman Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.1]Community Health Teams","HEALTH","direct",1e+05,1705,"AMMAN"
"1870","Refugee","PU-AMI","Amman Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.4]Mat/Child Health mngt","HEALTH","indirect",75000,1705,"AMMAN"
"1883","Refugee","UNICEF","Amman Governorate","WASH [REF2.4]Services in Urban Sanitation","[REF2.4.1]Schools etc access sanitation","WASH ","indirect",138181.8,1705,"AMMAN"
"1889","Refugee","UNHCR","Amman Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","HEALTH","indirect",581400,1705,"AMMAN"
"1901","Refugee","CVT","Amman Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.5]Community Mental Hlth services","HEALTH","direct",320000,1705,"AMMAN"
"1903","Refugee","Caritas","Amman Governorate","EDU[REF3.1]EarlyChildhood","[REF3.1.1]Access to KG centres","EDUCATION","direct",195366.26,1705,"AMMAN"
"1908","Refugee","Caritas","Amman Governorate","WASH [REF2.2]Sanitation in Urban","[REF2.2.2]Household wastewater mngt","WASH ","direct",16271,1705,"AMMAN"
"1914","Refugee","Caritas","Amman Governorate","SHLT[REF2.3]Upgrade Housing Units","[REF2.3.1]Upgrade Housing urban/rural","SHELTER","direct",39600,1705,"AMMAN"
