"","Governorate","sector","activity","Partner","Area","Refugee.Camps","End","Total","Objective","Sector","Output","Implementation","RegionCODE","Area2","units"
"120","Amman","JUS[RES2.1]Efficiency of Justice services","[RES2.1.4]Enhanced info exchange","UNWOMEN","Amman Governorate",,"2016-01",0,"Efficiency of Justice services","JUSTICE","Enhanced info exchange","direct",1705,"AMMAN","%"
"121","Amman","EDU[RES2.1]Teacher Training JOR","[RES2.1.2]In-Service Training","KnK","Amman Governorate",,"2016-01",100,"Teacher Training JOR","EDUCATION","In-Service Training","direct",1705,"AMMAN","%"
"122","Amman","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","NRC","Amman Governorate",,"2016-01",75,"Reduce Social Tensions JOR","PROTECTION"," Social Tensions Projects JOR","direct",1705,"AMMAN","# boys"
"123","Amman","BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind","RES[2.1.3]Basic Needs/Zakat for JOR","CARE","Amman Governorate",,"2016-01",510,"Expand NAF, MOSD, ZAKAT, cash and in-kin","BASIC NEEDS","Basic Needs/Zakat for JOR","direct",1705,"AMMAN","#"
"124","Amman","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","NRC","Amman Governorate",,"2016-01",675,"Reduce Social Tensions JOR","PROTECTION"," Social Tensions Projects JOR","direct",1705,"AMMAN","# men"
"125","Amman","HLTH[RES3.1]Community Interventions","[RES3.1.1]Comm Health awareness","PU-AMI","Amman Governorate",,"2016-01",1250,"Community Interventions","HEALTH","Comm Health awareness","indirect",1705,"AMMAN","USD $"
"126","Amman","HLTH[RES4.1]Nat.Health System Capacity","[RES4.1.2]Human resources strengthened","PU-AMI","Amman Governorate",,"2016-01",0,"Nat.Health System Capacity","HEALTH","Human resources strengthened","indirect",1705,"AMMAN","%"
"127","Amman","JUS[RES2.2]Improved access to legal services","[RES2.2.1]National Legal Aid System","OXFAM","Amman Governorate",,"2016-01",12000,"Improved access to legal services","JUSTICE","National Legal Aid System","direct",1705,"AMMAN","USD $"
"128","Amman","EDU[RES3.2]Formal Educ. for JOR","[RES3.2.1]Constr. Schools","WVI","Amman Governorate",,"2015-10",212799.26,"Formal Educ. for JOR","EDUCATION","Constr. Schools","direct",1705,"AMMAN","USD $"
"129","Amman","PROT[RES1.1]SGBV for JOR","[RES1.1.2]Multi-sector for JOR","CARE","Amman Governorate",,"2016-01",162,"SGBV for JOR","PROTECTION","Multi-sector for JOR","direct",1705,"AMMAN","# men"
"130","Amman","JUS[RES2.1]Efficiency of Justice services","[RES2.1.5]ADR services","UNWOMEN","Amman Governorate",,"2016-01",60000,"Efficiency of Justice services","JUSTICE","ADR services","direct",1705,"AMMAN","USD $"
"131","Amman","JUS[RES2.2]Improved access to legal services","[RES2.2.2]Legal Aid Services","UNWOMEN","Amman Governorate",,"2016-01",1000,"Improved access to legal services","JUSTICE","Legal Aid Services","direct",1705,"AMMAN","#"
"132","Amman","PROT[RES1.1]SGBV for JOR","[RES1.1.2]Multi-sector for JOR","CARE","Amman Governorate",,"2016-01",100,"SGBV for JOR","PROTECTION","Multi-sector for JOR","direct",1705,"AMMAN","%"
"133","Amman","PROT[RES1.2]Child Protection for JOR","[RES1.2.4]Comm. Based CP systems","SCI","Amman Governorate",,"2016-01",767150,"Child Protection for JOR","PROTECTION","Comm. Based CP systems","direct",1705,"AMMAN","USD $"
"134","Amman","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","NEF","Amman Governorate",,"2016-01",450,"MSMEs for JOR","FOOD/LIVELIHOOD","Microbusiness start up",,1705,"AMMAN","# women"
"135","Amman","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","NEF","Amman Governorate",,"2016-01",0,"MSMEs for JOR","FOOD/LIVELIHOOD","Microbusiness start up",,1705,"AMMAN","%"
"136","Amman","JUS[RES2.1]Efficiency of Justice services","[RES2.1.1]Capacity of MoJ/Courts","UNWOMEN","Amman Governorate",,"2016-01",20000,"Efficiency of Justice services","JUSTICE","Capacity of MoJ/Courts","direct",1705,"AMMAN","USD $"
"137","Amman","ENG[RES1.2]RE&EE Solutions","[RES1.2.3]Solar Water heaters","NRC","Amman Governorate",,"2016-01",150,"RE&EE Solutions","ENGINEERING","Solar Water heaters","direct",1705,"AMMAN","# HH"
"138","Amman","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Govt Capacity","NRC","Amman Governorate",,"2016-01",75000,"Reduce Social Tensions JOR","PROTECTION","Govt Capacity",,1705,"AMMAN","USD $"
"139","Amman","PROT[RES1.1]SGBV for JOR","[RES1.1.2]Multi-sector for JOR","CARE","Amman Governorate",,"2016-01",190,"SGBV for JOR","PROTECTION","Multi-sector for JOR","direct",1705,"AMMAN","# boys"
"140","Amman","HLTH[RES3.1]Community Interventions","[RES3.1.1]Comm Health awareness","PU-AMI","Amman Governorate",,"2016-01",0,"Community Interventions","HEALTH","Comm Health awareness","indirect",1705,"AMMAN","%"
"141","Amman","JUS[RES2.2]Improved access to legal services","[RES2.2.2]Legal Aid Services","OXFAM","Amman Governorate",,"2016-01",36000,"Improved access to legal services","JUSTICE","Legal Aid Services",,1705,"AMMAN","USD $"
"142","Amman","ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","Mercy Corps","Amman Governorate",,"2016-01",2e+06,"RE&EE Solutions","ENGINEERING","PV panel systems","direct",1705,"AMMAN","USD $"
"143","Amman","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.1]Community Multisector Prot","NRC","Amman Governorate",,"2016-01",2000,"Reduce Social Tensions JOR","PROTECTION","Community Multisector Prot","direct",1705,"AMMAN","# women"
"144","Amman","ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","NRC","Amman Governorate",,"2016-01",22,"RE&EE Solutions","ENGINEERING","PV panel systems","direct",1705,"AMMAN","%"
"145","Amman","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","NEF","Amman Governorate",,"2016-01",0,"MSMEs for JOR","FOOD/LIVELIHOOD","Microbusiness start up",,1705,"AMMAN","# men"
"146","Amman","ENG[RES1.2]RE&EE Solutions","[RES1.2.1]LED Lights","NRC","Amman Governorate",,"2016-01",0,"RE&EE Solutions","ENGINEERING","LED Lights","direct",1705,"AMMAN","%"
"147","Amman","EDU[RES2.1]Teacher Training JOR","[RES2.1.2]In-Service Training","KnK","Amman Governorate",,"2016-01",48,"Teacher Training JOR","EDUCATION","In-Service Training","direct",1705,"AMMAN","#"
"148","Amman","EDU[RES2.2]Safe, Violence-Free, Learning for JOR","[RES2.2.3]Engage Parents etc","WVI","Amman Governorate",,"2015-10",100,"Safe, Violence-Free, Learning for JOR","EDUCATION","Engage Parents etc","direct",1705,"AMMAN","%"
"149","Amman","JUS[RES2.1]Efficiency of Justice services","[RES2.1.2]Capaciy of Supreme/Sharia courts","UNWOMEN","Amman Governorate",,"2016-01",70000,"Efficiency of Justice services","JUSTICE","Capaciy of Supreme/Sharia courts","direct",1705,"AMMAN","USD $"
"150","Amman","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","NEF","Amman Governorate",,"2016-01",64555,"MSMEs for JOR","FOOD/LIVELIHOOD","Microbusiness start up",,1705,"AMMAN","USD $"
"151","Amman","HLTH[RES1.1]Primary Health Care","[RES1.1.1]NCDs","PU-AMI","Amman Governorate",,"2016-01",1250,"Primary Health Care","HEALTH","NCDs","indirect",1705,"AMMAN","USD $"
"152","Amman","JUS[RES2.2]Improved access to legal services","[RES2.2.1]National Legal Aid System","OXFAM","Amman Governorate",,"2016-01",100,"Improved access to legal services","JUSTICE","National Legal Aid System","direct",1705,"AMMAN","#"
"153","Amman","HLTH[RES4.1]Nat.Health System Capacity","[RES4.1.2]Human resources strengthened","PU-AMI","Amman Governorate",,"2016-01",2,"Nat.Health System Capacity","HEALTH","Human resources strengthened","indirect",1705,"AMMAN","#"
"154","Amman","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.1]Community Multisector Prot","NRC","Amman Governorate",,"2016-01",0,"Reduce Social Tensions JOR","PROTECTION","Community Multisector Prot","direct",1705,"AMMAN","# girls"
"155","Amman","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.1]Community Multisector Prot","NRC","Amman Governorate",,"2016-01",2000,"Reduce Social Tensions JOR","PROTECTION","Community Multisector Prot","direct",1705,"AMMAN","# men"
"156","Amman","EDU[RES2.1]Teacher Training JOR","[RES2.1.4]Community Training","WVI","Amman Governorate",,"2015-10",10,"Teacher Training JOR","EDUCATION","Community Training","direct",1705,"AMMAN","#"
"157","Amman","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","SCI","Amman Governorate",,"2016-01",320,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1705,"AMMAN","# male"
"158","Amman","ENG[RES1.2]RE&EE Solutions","[RES1.2.1]LED Lights","NRC","Amman Governorate",,"2016-01",100,"RE&EE Solutions","ENGINEERING","LED Lights","direct",1705,"AMMAN","# HH"
"159","Amman","HLTH[RES1.1]Primary Health Care","[RES1.1.1]NCDs","PU-AMI","Amman Governorate",,"2016-01",1,"Primary Health Care","HEALTH","NCDs","indirect",1705,"AMMAN","#"
"160","Amman","FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","NEF","Amman Governorate",,"2016-01",450,"MSMEs for JOR","FOOD/LIVELIHOOD","Microbusiness start up",,1705,"AMMAN","#"
"161","Amman","JUS[RES2.1]Efficiency of Justice services","[RES2.1.2]Capaciy of Supreme/Sharia courts","UNWOMEN","Amman Governorate",,"2016-01",60,"Efficiency of Justice services","JUSTICE","Capaciy of Supreme/Sharia courts","direct",1705,"AMMAN","#"
"162","Amman","EDU[RES2.2]Safe, Violence-Free, Learning for JOR","[RES2.2.3]Engage Parents etc","WVI","Amman Governorate",,"2015-10",8,"Safe, Violence-Free, Learning for JOR","EDUCATION","Engage Parents etc","direct",1705,"AMMAN","#"
"163","Amman","HLTH[RES1.1]Primary Health Care","[RES1.1.1]NCDs","PU-AMI","Amman Governorate",,"2016-01",0,"Primary Health Care","HEALTH","NCDs","indirect",1705,"AMMAN","%"
"164","Amman","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","AVSI","Amman Governorate",,"2016-01",19441,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1705,"AMMAN","USD $"
"165","Amman","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Govt Capacity","NRC","Amman Governorate",,"2016-01",0,"Reduce Social Tensions JOR","PROTECTION","Govt Capacity",,1705,"AMMAN","%"
"166","Amman","HLTH[RES3.1]Community Interventions","[RES3.1.1]Comm Health awareness","PU-AMI","Amman Governorate",,"2016-01",1,"Community Interventions","HEALTH","Comm Health awareness","indirect",1705,"AMMAN","#"
"167","Amman","EDU[RES3.2]Formal Educ. for JOR","[RES3.2.1]Constr. Schools","WVI","Amman Governorate",,"2015-10",20,"Formal Educ. for JOR","EDUCATION","Constr. Schools","direct",1705,"AMMAN","#"
"168","Amman","ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","NRC","Amman Governorate",,"2016-01",1322034,"RE&EE Solutions","ENGINEERING","PV panel systems","direct",1705,"AMMAN","USD $"
"169","Amman","EDU[RES3.2]Formal Educ. for JOR","[RES3.2.1]Constr. Schools","WVI","Amman Governorate",,"2015-10",0,"Formal Educ. for JOR","EDUCATION","Constr. Schools","direct",1705,"AMMAN","#"
"170","Amman","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","SCI","Amman Governorate",,"2016-01",320,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1705,"AMMAN","# female"
"171","Amman","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.1]Community Multisector Prot","NRC","Amman Governorate",,"2016-01",37500,"Reduce Social Tensions JOR","PROTECTION","Community Multisector Prot","direct",1705,"AMMAN","USD $"
"172","Amman","PROT[RES1.2]Child Protection for JOR","[RES1.2.4]Comm. Based CP systems","SCI","Amman Governorate",,"2016-01",700,"Child Protection for JOR","PROTECTION","Comm. Based CP systems","direct",1705,"AMMAN","# boys"
"173","Amman","ENG[RES1.1]Energy Efficiency","[RES1.1.3]Awarenesss events","NRC","Amman Governorate",,"2016-01",0,"Energy Efficiency","ENGINEERING","Awarenesss events","direct",1705,"AMMAN","%"
"174","Amman","ENG[RES1.1]Energy Efficiency","[RES1.1.3]Awarenesss events","NRC","Amman Governorate",,"2016-01",50,"Energy Efficiency","ENGINEERING","Awarenesss events","direct",1705,"AMMAN","# HH"
"175","Amman","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Govt Capacity","NRC","Amman Governorate",,"2016-01",150,"Reduce Social Tensions JOR","PROTECTION","Govt Capacity",,1705,"AMMAN","WGBM HOST"
"176","Amman","JUS[RES2.1]Efficiency of Justice services","[RES2.1.2]Capaciy of Supreme/Sharia courts","UNWOMEN","Amman Governorate",,"2016-01",0,"Efficiency of Justice services","JUSTICE","Capaciy of Supreme/Sharia courts","direct",1705,"AMMAN","%"
"177","Amman","EDU[RES3.2]Formal Educ. for JOR","[RES3.2.1]Constr. Schools","WVI","Amman Governorate",,"2015-10",100,"Formal Educ. for JOR","EDUCATION","Constr. Schools","direct",1705,"AMMAN","%"
"178","Amman","EDU[RES2.2]Safe, Violence-Free, Learning for JOR","[RES2.2.3]Engage Parents etc","WVI","Amman Governorate",,"2015-10",48820,"Safe, Violence-Free, Learning for JOR","EDUCATION","Engage Parents etc","direct",1705,"AMMAN","USD $"
"179","Amman","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","AVSI","Amman Governorate",,"2016-01",0,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1705,"AMMAN","%"
"180","Amman","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.1]Community Multisector Prot","NRC","Amman Governorate",,"2016-01",0,"Reduce Social Tensions JOR","PROTECTION","Community Multisector Prot","direct",1705,"AMMAN","# boys"
"181","Amman","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.1]Community Multisector Prot","NRC","Amman Governorate",,"2016-01",0,"Reduce Social Tensions JOR","PROTECTION","Community Multisector Prot","direct",1705,"AMMAN","%"
"182","Amman","ENG[RES1.2]RE&EE Solutions","[RES1.2.3]Solar Water heaters","NRC","Amman Governorate",,"2016-01",7,"RE&EE Solutions","ENGINEERING","Solar Water heaters","direct",1705,"AMMAN","%"
"183","Amman","JUS[RES2.2]Improved access to legal services","[RES2.2.2]Legal Aid Services","OXFAM","Amman Governorate",,"2016-01",100,"Improved access to legal services","JUSTICE","Legal Aid Services",,1705,"AMMAN","%"
"184","Amman","PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Govt Capacity","NRC","Amman Governorate",,"2016-01",5,"Reduce Social Tensions JOR","PROTECTION","Govt Capacity",,1705,"AMMAN","#"
"185","Amman","JUS[RES2.1]Efficiency of Justice services","[RES2.1.5]ADR services","OXFAM","Amman Governorate",,"2016-01",120,"Efficiency of Justice services","JUSTICE","ADR services","direct",1705,"AMMAN","#"
"186","Amman","JUS[RES2.2]Improved access to legal services","[RES2.2.1]National Legal Aid System","OXFAM","Amman Governorate",,"2016-01",100,"Improved access to legal services","JUSTICE","National Legal Aid System","direct",1705,"AMMAN","%"
"187","Amman","JUS[RES2.2]Improved access to legal services","[RES2.2.2]Legal Aid Services","OXFAM","Amman Governorate",,"2016-01",1250,"Improved access to legal services","JUSTICE","Legal Aid Services",,1705,"AMMAN","#"
"188","Amman","ENG[RES1.2]RE&EE Solutions","[RES1.2.3]Solar Water heaters","NRC","Amman Governorate",,"2016-01",165254,"RE&EE Solutions","ENGINEERING","Solar Water heaters","direct",1705,"AMMAN","USD $"
"189","Amman","ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","NRC","Amman Governorate",,"2016-01",36,"RE&EE Solutions","ENGINEERING","PV panel systems","direct",1705,"AMMAN","# HH"
"190","Amman","ENG[RES1.1]Energy Efficiency","[RES1.1.3]Awarenesss events","NRC","Amman Governorate",,"2016-01",1412,"Energy Efficiency","ENGINEERING","Awarenesss events","direct",1705,"AMMAN","USD $"
"191","Amman","JUS[RES2.1]Efficiency of Justice services","[RES2.1.5]ADR services","OXFAM","Amman Governorate",,"2016-01",80000,"Efficiency of Justice services","JUSTICE","ADR services","direct",1705,"AMMAN","USD $"
"192","Amman","JUS[RES2.2]Improved access to legal services","[RES2.2.1]National Legal Aid System","UNWOMEN","Amman Governorate",,"2016-01",50000,"Improved access to legal services","JUSTICE","National Legal Aid System","direct",1705,"AMMAN","USD $"
"193","Amman","EDU[RES2.1]Teacher Training JOR","[RES2.1.2]In-Service Training","KnK","Amman Governorate",,"2016-01",3384,"Teacher Training JOR","EDUCATION","In-Service Training","direct",1705,"AMMAN","USD $"
"194","Amman","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","SCI","Amman Governorate",,"2016-01",767150,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1705,"AMMAN","USD $"
"195","Amman","JUS[RES2.1]Efficiency of Justice services","[RES2.1.5]ADR services","OXFAM","Amman Governorate",,"2016-01",100,"Efficiency of Justice services","JUSTICE","ADR services","direct",1705,"AMMAN","%"
"196","Amman","BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind","RES[2.1.3]Basic Needs/Zakat for JOR","CARE","Amman Governorate",,"2016-01",105000,"Expand NAF, MOSD, ZAKAT, cash and in-kin","BASIC NEEDS","Basic Needs/Zakat for JOR","direct",1705,"AMMAN","USD $"
"197","Amman","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","AVSI","Amman Governorate",,"2016-01",15,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1705,"AMMAN","# male"
"198","Amman","BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind","RES[2.1.3]Basic Needs/Zakat for JOR","CARE","Amman Governorate",,"2016-01",100,"Expand NAF, MOSD, ZAKAT, cash and in-kin","BASIC NEEDS","Basic Needs/Zakat for JOR","direct",1705,"AMMAN","%"
"199","Amman","JUS[RES2.2]Improved access to legal services","[RES2.2.1]National Legal Aid System","UNWOMEN","Amman Governorate",,"2016-01",0,"Improved access to legal services","JUSTICE","National Legal Aid System","direct",1705,"AMMAN","%"
"200","Amman","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","SCI","Amman Governorate",,"2016-01",100,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1705,"AMMAN","%"
"201","Aqaba","EDU[RES2.1]Teacher Training JOR","[RES2.1.1]Induction Training","AVSI","Aqaba Governorate",,"2016-01",0,"Teacher Training JOR","EDUCATION","Induction Training","direct",1703,"AL AQABAH","%"
"202","Aqaba","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","AVSI","Aqaba Governorate",,"2016-01",19441,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1703,"AL AQABAH","USD $"
"203","Aqaba","EDU[RES2.1]Teacher Training JOR","[RES2.1.1]Induction Training","AVSI","Aqaba Governorate",,"2016-01",5,"Teacher Training JOR","EDUCATION","Induction Training","direct",1703,"AL AQABAH","#"
"204","Aqaba","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","AVSI","Aqaba Governorate",,"2016-01",15,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1703,"AL AQABAH","# female"
"205","Aqaba","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","AVSI","Aqaba Governorate",,"2016-01",15,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1703,"AL AQABAH","# male"
"206","Aqaba","EDU[RES2.1]Teacher Training JOR","[RES2.1.1]Induction Training","AVSI","Aqaba Governorate",,"2016-01",480,"Teacher Training JOR","EDUCATION","Induction Training","direct",1703,"AL AQABAH","USD $"
"207","Aqaba","EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","AVSI","Aqaba Governorate",,"2016-01",0,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1703,"AL AQABAH","%"
"208","Zarqa","ENG[RES1.3]Electricity in Camps","[RES1.3.1]Azraq","UNHCR","Azraq Camp","Azraq","2016-01",0,"Electricity in Camps","ENGINEERING","Azraq","direct",1712,"Zarqa","%"
"209","Zarqa","ENG[RES1.3]Electricity in Camps","[RES1.3.1]Azraq","UNHCR","Azraq Camp","Azraq","2016-01",4230,"Electricity in Camps","ENGINEERING","Azraq","direct",1712,"Zarqa","# women"
"210","Zarqa","ENG[RES1.3]Electricity in Camps","[RES1.3.1]Azraq","UNHCR","Azraq Camp","Azraq","2016-01",4518,"Electricity in Camps","ENGINEERING","Azraq","direct",1712,"Zarqa","# girls"
"211","Zarqa","ENG[RES1.3]Electricity in Camps","[RES1.3.1]Azraq","UNHCR","Azraq Camp","Azraq","2016-01",3816,"Electricity in Camps","ENGINEERING","Azraq","direct",1712,"Zarqa","# men"
"212","Zarqa","ENG[RES1.3]Electricity in Camps","[RES1.3.1]Azraq","UNHCR","Azraq Camp","Azraq","2016-01",4788,"Electricity in Camps","ENGINEERING","Azraq","direct",1712,"Zarqa","# boys"
"213","Zarqa","ENG[RES1.3]Electricity in Camps","[RES1.3.1]Azraq","UNHCR","Azraq Camp","Azraq","2016-01",2500000,"Electricity in Camps","ENGINEERING","Azraq","direct",1712,"Zarqa","USD $"
