"","Governorate","sector","activity","partner","Area","Refugee.Camps","End","Total","Objective","Sector","Output","Implementation","RegionCODE","Area2","units"
"114","Ajlun","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","ICMC","Ajlun Governorate",,"2016-12",83,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1701,"AJLOUN","# boys"
"115","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","ACF","Ajlun Governorate",,"2016-12",48,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","# FHH"
"116","Ajlun","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","NRC","Ajlun Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1701,"AJLOUN","# boys"
"117","Ajlun","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","ACF","Ajlun Governorate",,"2016-12",0,"Secondary/Tertiary Care","HEALTH","Secondary/Tertiary Referrals","direct",1701,"AJLOUN","#"
"118","Ajlun","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","WFP","Ajlun Governorate",,"2016-12",1573,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","indirect",1701,"AJLOUN","# men"
"119","Ajlun","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","Mercy Corps","Ajlun Governorate",,"2016-12",3333,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1701,"AJLOUN","# men"
"120","Ajlun","PROT[REF1.3]SGBV","[REF.1.3.3]Capacity of Service Providers","APS","Ajlun Governorate",,"2016-12",12,"SGBV","PROTECTION","Capacity of Service Providers","direct",1701,"AJLOUN","# female"
"121","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","UNHCR","Ajlun Governorate",,"2016-12",1308,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","# girls"
"122","Ajlun","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","NRC","Ajlun Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1701,"AJLOUN","# girls"
"123","Ajlun","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","UNFPA","Ajlun Governorate",,"2016-12",106,"Essential Primary Health Care","HEALTH","Reproductive Health Services","indirect",1701,"AJLOUN","#"
"124","Ajlun","WASH [REF1.4]Services in urban access to water","[REF1.4.1]Schools etc access Water","UNICEF","Ajlun Governorate",,"2016-12",12150,"Services in urban access to water","WASH ","Schools etc access Water","indirect",1701,"AJLOUN","# of boys"
"125","Ajlun","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","UNICEF","Ajlun Governorate",,"2016-12",3375,"Hygiene in Urban","WASH ","Hygiene promotion","indirect",1701,"AJLOUN","# of boys"
"126","Ajlun","WASH [REF1.4]Services in urban access to water","[REF1.4.1]Schools etc access Water","UNICEF","Ajlun Governorate",,"2016-12",99366.3,"Services in urban access to water","WASH ","Schools etc access Water","indirect",1701,"AJLOUN","USD $"
"127","Ajlun","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","NRC","Ajlun Governorate",,"2016-12",275,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1701,"AJLOUN","# boys"
"128","Ajlun","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","ICMC","Ajlun Governorate",,"2016-12",187,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1701,"AJLOUN","# women"
"129","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","NRC","Ajlun Governorate",,"2016-12",120,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","# MHH"
"130","Ajlun","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","ACF","Ajlun Governorate",,"2016-12",12,"Secondary/Tertiary Care","HEALTH","Secondary/Tertiary Referrals","direct",1701,"AJLOUN","#"
"131","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","ACF","Ajlun Governorate",,"2016-12",150000,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","$"
"132","Ajlun","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","ICMC","Ajlun Governorate",,"2016-12",2,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1701,"AJLOUN","# women"
"133","Ajlun","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.6]Mental Health Services (primary)","IMC","Ajlun Governorate",,"2016-12",15530,"Essential Primary Health Care","HEALTH","Mental Health Services (primary)","direct",1701,"AJLOUN","$"
"134","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","NRC","Ajlun Governorate",,"2016-12",181,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","# women"
"135","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","NRC","Ajlun Governorate",,"2016-12",0,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","%"
"136","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","UNHCR","Ajlun Governorate",,"2016-12",1076,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","# women"
"137","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","NRC","Ajlun Governorate",,"2016-12",18,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1701,"AJLOUN","#"
"138","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","UNHCR","Ajlun Governorate",,"2016-12",1479989,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1701,"AJLOUN","$"
"139","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","Mercy Corps","Ajlun Governorate",,"2016-12",416,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","# boys"
"140","Ajlun","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","UNICEF","Ajlun Governorate",,"2016-12",2876,"Hygiene in Urban","WASH ","Hygiene promotion","indirect",1701,"AJLOUN","# of men"
"141","Ajlun","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","NRC","Ajlun Governorate",,"2016-12",50000,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1701,"AJLOUN","USD $"
"142","Ajlun","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","ICMC","Ajlun Governorate",,"2016-12",4,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1701,"AJLOUN","# men"
"143","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","ACF","Ajlun Governorate",,"2016-12",112,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","# MHH"
"144","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","NRC","Ajlun Governorate",,"2016-12",0,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","#"
"145","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","UNHCR","Ajlun Governorate",,"2016-12",506,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","# MHH"
"146","Ajlun","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","ACF","Ajlun Governorate",,"2016-12",0,"Secondary/Tertiary Care","HEALTH","Secondary/Tertiary Referrals","direct",1701,"AJLOUN","#"
"147","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","WVI","Ajlun Governorate",,"2016-03",500,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1701,"AJLOUN","#"
"148","Ajlun","JUS[REF1.1]Refugee Legal Assistance","[REF1.1.1]Access to Legal Assistance","NRC","Ajlun Governorate",,"2016-12",0,"Refugee Legal Assistance","JUS","Access to Legal Assistance","direct",1701,"AJLOUN","# girls"
"149","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Mercy Corps","Ajlun Governorate",,"2016-12",408,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1701,"AJLOUN","#"
"150","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Mercy Corps","Ajlun Governorate",,"2016-12",175,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1701,"AJLOUN","#"
"151","Ajlun","EDU[REF3.3]Alternative Education","[REF3.3.2]Informal Education","WVI","Ajlun Governorate",,"2015-03",100,"Alternative Education","EDUCATION","Informal Education",,1701,"AJLOUN","%"
"152","Ajlun","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","Mercy Corps","Ajlun Governorate",,"2016-12",3333,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1701,"AJLOUN","# women"
"153","Ajlun","EDU[REF2.1]Train Education Providers","[REF2.1.2]Community Trained","WVI","Ajlun Governorate",,"2016-03",20,"Train Education Providers","EDUCATION","Community Trained","direct",1701,"AJLOUN","#"
"154","Ajlun","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","WFP","Ajlun Governorate",,"2016-12",1862,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","indirect",1701,"AJLOUN","# girls"
"155","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","Mercy Corps","Ajlun Governorate",,"2016-12",416,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","# men"
"156","Ajlun","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","ACF","Ajlun Governorate",,"2016-12",0,"Secondary/Tertiary Care","HEALTH","Secondary/Tertiary Referrals","direct",1701,"AJLOUN","#"
"157","Ajlun","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","APS","Ajlun Governorate",,"2016-12",0,"Essential Primary Health Care","HEALTH","Comm. Disease Mngt / EPI services","direct",1701,"AJLOUN","#"
"158","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","NRC","Ajlun Governorate",,"2016-12",232,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1701,"AJLOUN","#"
"159","Ajlun","PROT[REF1.1]Refugee Rights Respected","[REF1.1.3] Civil Status Documentation","NRC","Ajlun Governorate",,"2016-12",0,"Refugee Rights Respected","PROTECTION"," Civil Status Documentation","direct",1701,"AJLOUN","# girls"
"160","Ajlun","WASH [REF1.5]Water Conservation","[REF1.5.2]Reuse of wastewater ","UNICEF","Ajlun Governorate",,"2016-12",0,"Water Conservation","WASH ","Reuse of wastewater ","indirect",1701,"AJLOUN","%"
"161","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","ICMC","Ajlun Governorate",,"2016-12",3,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1701,"AJLOUN","#"
"162","Ajlun","PROT[REF1.3]SGBV","[REF.1.3.3]Capacity of Service Providers","APS","Ajlun Governorate",,"2016-12",100,"SGBV","PROTECTION","Capacity of Service Providers","direct",1701,"AJLOUN","%"
"163","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","UNHCR","Ajlun Governorate",,"2016-12",123332,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1701,"AJLOUN","#"
"164","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","UNHCR","Ajlun Governorate",,"2016-12",1076,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1701,"AJLOUN","#"
"165","Ajlun","PROT[REF1.4]Child Protection","[REF1.4.1]Child Protection systems","WVI","Ajlun Governorate",,"2016-03",91442.5,"Child Protection","PROTECTION","Child Protection systems","direct",1701,"AJLOUN","USD $"
"166","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","WVI","Ajlun Governorate",,"2016-06",95,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","# MHH"
"167","Ajlun","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","UNICEF","Ajlun Governorate",,"2016-12",3125,"Hygiene in Urban","WASH ","Hygiene promotion","indirect",1701,"AJLOUN","# of women"
"168","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","WVI","Ajlun Governorate",,"2016-03",196689.33,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1701,"AJLOUN","$"
"169","Ajlun","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","WFP","Ajlun Governorate",,"2016-12",1744,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","indirect",1701,"AJLOUN","# women"
"170","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","NRC","Ajlun Governorate",,"2016-12",42,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1701,"AJLOUN","#"
"171","Ajlun","PROT[REF1.1]Refugee Rights Respected","[REF1.1.3] Civil Status Documentation","NRC","Ajlun Governorate",,"2016-12",0,"Refugee Rights Respected","PROTECTION"," Civil Status Documentation","direct",1701,"AJLOUN","# boys"
"172","Ajlun","SHLT[REF2.3]Upgrade Housing Units","[REF2.3.1]Upgrade Housing urban/rural","NRC","Ajlun Governorate",,"2016-12",182,"Upgrade Housing Units","SHELTER","Upgrade Housing urban/rural","direct",1701,"AJLOUN","# of men"
"173","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","UNHCR","Ajlun Governorate",,"2016-12",351027,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","#"
"174","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","WVI","Ajlun Governorate",,"2016-06",95,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","# FHH"
"175","Ajlun","SHLT[REF2.3]Upgrade Housing Units","[REF2.3.1]Upgrade Housing urban/rural","NRC","Ajlun Governorate",,"2016-12",133,"Upgrade Housing Units","SHELTER","Upgrade Housing urban/rural","direct",1701,"AJLOUN","#"
"176","Ajlun","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","OXFAM","Ajlun Governorate",,"2016-12",32,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1701,"AJLOUN","# women"
"177","Ajlun","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","APS","Ajlun Governorate",,"2016-12",156,"SGBV","PROTECTION","Community members engaged","direct",1701,"AJLOUN","# women"
"178","Ajlun","EDU[REF3.3]Alternative Education","[REF3.3.2]Informal Education","WVI","Ajlun Governorate",,"2015-03",348594.84,"Alternative Education","EDUCATION","Informal Education",,1701,"AJLOUN","USD $"
"179","Ajlun","EDU[REF3.3]Alternative Education","[REF3.3.2]Informal Education","WVI","Ajlun Governorate",,"2015-03",23000,"Alternative Education","EDUCATION","Informal Education",,1701,"AJLOUN","# of Benef"
"180","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","WVI","Ajlun Governorate",,"2016-06",0,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","%"
"181","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","ACF","Ajlun Governorate",,"2016-12",64,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","# boys"
"182","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","ACF","Ajlun Governorate",,"2016-12",54,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","# men"
"183","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","NRC","Ajlun Governorate",,"2016-12",168,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","# girls"
"184","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","UNHCR","Ajlun Governorate",,"2016-12",456,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","# FHH"
"185","Ajlun","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","APS","Ajlun Governorate",,"2016-12",144,"SGBV","PROTECTION","Community members engaged","direct",1701,"AJLOUN","# men"
"186","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","ICMC","Ajlun Governorate",,"2016-12",73,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1701,"AJLOUN","# boys"
"187","Ajlun","JUS[REF1.1]Refugee Legal Assistance","[REF1.1.1]Access to Legal Assistance","NRC","Ajlun Governorate",,"2016-12",0,"Refugee Legal Assistance","JUS","Access to Legal Assistance","direct",1701,"AJLOUN","# women"
"188","Ajlun","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","ACF","Ajlun Governorate",,"2016-12",0,"Secondary/Tertiary Care","HEALTH","Secondary/Tertiary Referrals","direct",1701,"AJLOUN","#"
"189","Ajlun","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","NRC","Ajlun Governorate",,"2016-12",275,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1701,"AJLOUN","# men"
"190","Ajlun","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","Mercy Corps","Ajlun Governorate",,"2016-12",188,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1701,"AJLOUN","# girls"
"191","Ajlun","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Mercy Corps","Ajlun Governorate",,"2016-12",175,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1701,"AJLOUN","#"
"192","Ajlun","PROT[REF1.1]Refugee Rights Respected","[REF1.1.3] Civil Status Documentation","NRC","Ajlun Governorate",,"2016-12",0,"Refugee Rights Respected","PROTECTION"," Civil Status Documentation","direct",1701,"AJLOUN","# girls"
"193","Ajlun","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","ACF","Ajlun Governorate",,"2016-12",35,"Secondary/Tertiary Care","HEALTH","Secondary/Tertiary Referrals","direct",1701,"AJLOUN","#"
"194","Ajlun","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","UNICEF","Ajlun Governorate",,"2016-12",3125,"Hygiene in Urban","WASH ","Hygiene promotion","indirect",1701,"AJLOUN","# of girls"
"195","Ajlun","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","ACF","Ajlun Governorate",,"2016-12",0,"Secondary/Tertiary Care","HEALTH","Secondary/Tertiary Referrals","direct",1701,"AJLOUN","%"
"196","Ajlun","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","APS","Ajlun Governorate",,"2016-12",0,"Essential Primary Health Care","HEALTH","Comm. Disease Mngt / EPI services","direct",1701,"AJLOUN","#"
